User ID,Age,Gender,Education Level,Profession,Skill Category,Initial Skill Level,Training Hours,Confidence Level,Feedback Score,Activity Participation,Current Skill Level,Progress (%)
983,31,Female,Master's,Software Engineer,Emotional Intelligence,8,15,10,9,6,10.0,25.0
984,24,Female,High School,Student,Critical Thinking,5,30,5,1,1,8.2,64.0
985,27,Male,Master's,Software Engineer,Writing Skills,7,46,7,7,6,10.0,42.9
986,29,Other,PhD,Manager,Communication,8,31,5,3,18,10.0,25.0
987,31,Male,Bachelor's,Manager,Conflict Resolution,9,15,5,3,9,10.0,11.1
988,23,Male,Bachelor's,Software Engineer,Writing Skills,3,42,9,2,15,7.6,153.3
989,29,Other,Bachelor's,Software Engineer,Conflict Resolution,3,38,3,10,8,8.8,193.3
990,27,Other,High School,Data Scientist,Persuasive Speaking,4,47,6,6,19,9.9,147.5
991,29,Female,Master's,Data Scientist,Emotional Intelligence,5,23,1,10,16,9.3,86.0
992,31,Other,PhD,Data Scientist,Communication,10,10,10,2,6,10.0,0.0
993,21,Female,PhD,Manager,Conflict Resolution,1,42,5,10,6,7.2,620.0
994,31,Other,High School,Data Scientist,Leadership,7,46,8,4,3,10.0,42.9
995,31,Male,PhD,Student,Conflict Resolution,9,32,5,10,10,10.0,11.1
996,24,Female,PhD,Student,Leadership,8,5,9,9,1,10.0,25.0
997,28,Female,PhD,Data Scientist,Writing Skills,5,39,6,9,14,10.0,100.0
998,23,Female,PhD,Student,Communication,4,44,8,6,4,9.6,140.0
999,35,Male,Master's,Manager,Conflict Resolution,7,12,10,4,12,9.0,28.6
1000,30,Male,PhD,Student,Critical Thinking,5,11,8,7,6,7.5,50.0
